id,entry,lifeStats,sort
KWUqqW0VjA,SQjHVV2PfX27,"(s4yT0vPG6n , DEplZOuVnE)",94osoeIZag
edqkioHHl5,SQ00d34TT5qV,"(pngqB0xOxZ , MWSUa99sFv)",vSoGLfWqmd
eVEi5N8tRB,SQDeViIUpSKb,"(QXmLEIGKGU , cuyLLjxjIE)",WUKCQ4Hb1k
BZcxSAn41p,SQfYnD2MOoWp,"(y6EC54oktx , nDxsm1K5zy)",qndVvUGMo3
ot3Cj51gIn,SRjEKpxFBN6u,"(gPPIRovGIQ , QvLMpvEAiM)",OjyrVGRuA3
DeQ9NAQZ6i,SRol5QzDg7LD,"(EbGWJgTC2P , 5vBQC5CL17)",7fvtsAybui
4BF09bIo1l,SRjnHH17r5ay,"(dn2Zk84dfr , hvEToIQJTV)",LHDsaCUsiJ
J159CVvLp2,SRfZ1nptmA4o,"(1mg8voqGad , XLZZZrSC1R)",JjirSpnYGX
7trszD5Juw,SR7cYJ3qIIc4,"(5Grkp9NyiT , TGu88oMb52)",KakGnWapc0
8ZszKgYAYh,SRcWPR7xTNoq,"(bSulHaPWYG , 9j7cXU5piI)",cvd5aEr41t
DTm00vu0CU,SRSpr7O0wAke,"(giNLrKLZWq , o72mHnhSB6)",LD3eQdREel
uXPPC96t5w,SRqTb2mhm7af,"(8oonWvGHkD , Ih1WJKPOXF)",L8ARzC2vxR
56HHkmZJ1S,SRbFV6gt53YZ,"(1b0yEzxih9 , XXCsbzr1qu)",9gAQEpaAer
tnrpGDmiV8,SR6LdsQKbGy4,"(1ZGhGHdQP9 , lbn0YG1cJB)",YdeMoZcO5m
fQsah5WASY,SS5DXQtjh2iB,"(xCKwWb5jre , XovQx7QbCR)",A2YSmZpSjg
uXWfj3AUsu,SSuN4jAMqIxY,"(RbrMv7XOCZ , NuPG8GNO0X)",NzJKw2awFf
VmeeEATUpj,SSAnn45tnWAJ,"(JUXgZviwlR , 1FkXAPd6Ap)",qcYS9932rL
3BYGKfpkxP,SSSBUge3k306,"(o0DOWNMB4g , xTh8H7ObUz)",V397aHbtT4
d2RI2fb6QY,SSAwA3PHNOse,"(Eau3kphjkq , Ar3GnkupvR)",1ZH6HSAnSI
uWoR0KoUii,SSG4zHLfiGQE,"(9XObNwcFpZ , vtBFlPOq3K)",ddBGo4fODr
7KEVlrt3nT,SSde0BJNeW8x,"(36t00bFN6F , G3x0xCiKQ0)",927sqVGLU1
B98Y8PkZjN,SSwazHPieRSK,"(IidQ7KEHY9 , g5QmA1D0zD)",a4he5Wg9HB
p3atnbdVM3,SSDATS5QiFGG,"(06J0VwZsvg , JriG9AyRoh)",FWRtnMP1Te
UHmbzYKRQc,SShnIVs0JWzH,"(lSbwlYXTxi , jABzOW35BZ)",u0TaFS90i2
efg1Z0Ezp0,STm0C9aYPi6A,"(KeVLXrLPaF , aw3Nb9m2nL)",CvOenIHYwk
tXquCSPt5A,STaPBklBGLPE,"(7vdae3TuO1 , QxgCB4de9l)",JDKdL7HhBf
teCqsYkuOY,STzyzSaQM6oB,"(QRo7PzOo3A , Xf1R9gmGSW)",izF5PBfAc2
fbILSJTloK,STQIOhUQw2g0,"(qCw8eoHEFK , w5Q1Hh3bwx)",7XEF68uPX3
uLIXyc28vF,STppfmFhxrxl,"(rtGMPc4NGc , OrxWyqBzFR)",g33IlHitJB
stSKQ6PlFa,ST9KJAk2sFFG,"(PnyfslonMc , S58eSKGLyX)",xMREQZxrcY
cALDwPkNtj,ST0LRQBOhwde,"(YJXbZpug3b , XY4bY9Q3W8)",CD6b0KWlzr
cPaXV2OqQh,STZfQ3mVxJe4,"(OKFDCeyKcw , zjNW0lDdgv)",CM4i91ywjf
SBLXxhA1Uw,ST0ZX9ShnlO5,"(HNqF2qoSf4 , Dkxc7EOCeF)",MH8na6pQj2
MSixYu2jWW,STDTnuya3rq3,"(DLmCtyhaHV , mmFHHdc1wm)",s1xXFh3tBA
6lt3NjEt38,SUsvk4ckxyaV,"(0aop9tMJQO , SJyA8KwXrI)",xaYaWyAn40
ZWpGHCy75I,SU8FHeeraS5r,"(7HE8HyECgP , fSuiRFTnAL)",2L7pwckttT
DTxCnwXnsy,SUgLlEGNrkrH,"(vz5bkUVVnZ , 5J2tMj2STb)",2Ue2G773jb
7TVjEFW4ho,SUxOPSWTjAyl,"(5krggO9XOj , wvHyt7eoKW)",8KiqorgqNP
L5PWJs7csY,SUVW7fduK8xC,"(W2BfJffk19 , WFQomMCJlX)",OBz3KkpYaA
oOJHxz0i8l,SUbxbIwER2qS,"(7R9m3SBg0p , hCUscj71Em)",ZDIoGYS8fq
1QG6ZhRjdv,SUSQJZlYkpJO,"(uCBf1boLB7 , 8c3PJ07xH1)",rxUwvM0iRi
brQMfXNDMF,SUdlqqXHD43C,"(wrqy2AOWdC , xAgv67Bt8T)",bVeR7KF8EV
vsKoENbKNt,SUn2BaPE0P4a,"(8CvPDC5KH9 , lxzDuS1HTW)",uGq0ZVHQ9C
3p4UYgrpUC,SUZNMDgdfH9m,"(kkgsLStbxe , SomdNCOJM7)",GPLdEvBFog
ZuUv9Q7CsZ,SV1bapIlJEDN,"(fwyR9mMVT0 , kCnG78IvFh)",RMj0CPUzIc
DuzaEuQzUL,SVAiDGiZJppU,"(HSiQqtSwqS , EyzDK4DrUw)",1OgBOt4N8G
60oMuwBoqS,SVMom59wW1LJ,"(CPpFrd4UBp , wozkTdTiXw)",g6hGCGLIgo
En6sBw5bzG,SVFkFUnUIjCF,"(wwTuYC9u2c , 7QF9tTcGvH)",yapMbx99Pf
0sDou7QSSn,SVJygIJcqApq,"(CM37rEW1XA , MVLBEqWpQ3)",vtigSDV7jL
6zazuby5XV,SV6iOetFRTRc,"(5UJLmTX2VM , riHo9Hj0Oy)",mBgHm81Cpa
5Ff4UsR9eq,SVLANSkSZV76,"(o9Wm46ltOX , QWbdJVOjGH)",TZtMdqkHjl
zxKDiCP6XD,SVFw9I44LxxQ,"(HtyqwNAG1T , XDXV0vC6xt)",KGxy7FQzuS
KBRdWXAGsz,SVNZn8Wd4vff,"(UlxpUoHTWS , 5y9hp1hbX0)",jJJcWdwDvO
auB8aGHsSE,SVcX1TUHhkPZ,"(Mhfy7tTLcE , EpNjxhPx5K)",kcOEVaq4s7
gHvpdGcoH5,SWQFx0RiPdpJ,"(jdWbStd7OO , Eu28OLTGZY)",r51PXDvbmp
7PzcVkThfS,SWUy4lIVPlVM,"(SXDLZYVL2D , 4jCr3CPRj5)",HJqhMUNS8S
V1ST2FeBuR,SWJ93NwqXB1T,"(DKCVR27HCy , bpVezBc69E)",xEqJaca1b5
I24DQr7Eag,SWqMbSCj4qEx,"(uK0iHGVq7l , 8FdlcAIo95)",FM48qkmlj7
XbwGhAJ4dj,SWGRJESf0Cvh,"(6FAJwyTvM8 , mLatusRcKX)",O680uKtaSz
eboq3n5M7H,SWfXTmqid3DO,"(WmcZ7pL0w2 , hjl0IyOsK5)",rxaukEbJmy
xQGvU6Vw2O,SWSxOoSf6KSs,"(Lg45qxgUbQ , OZYNGCdKKz)",JkTAqTRffM
7KUCcr8Zyu,SWTdW6uTQtnD,"(eZRNmkxVLD , 7nlpXuPqzs)",RwS0f95MmT
EgE8oV1IDZ,SWtaPqhblpe8,"(fsmkp8m4J1 , PYHmoQEddl)",JBozjkY8Nb
D40yD5CBw6,SWy6X1FoA58K,"(zEh6phWKIR , pTD5jKLfqd)",7iIvH3mAX3
vT14MNawi1,SXhuHH9fl0O3,"(ls3qQ320Nu , RWeJg6MQpg)",dQE0I38WF6
T3oajFkCiH,SXrNQqDZPh62,"(GVQ1GyKbMX , Gy8DexzOMl)",gUP5y0wT9X
S4UkTP5xII,SXkYiPt7zjx8,"(HOYqnxp9xC , pjPqDPb0Tk)",kDzxqvOYhb
9MLXK3P8el,SXvfoezK4wfb,"(vVXDxLvfC0 , Rq5ehgNfKr)",pe8aeR5hw4
3BI1NVjwHN,SXIyDFsksMD4,"(9Hps0K5Yac , 6t5PAH3cLw)",x2r8tebsU3
go6PVyFeiX,SX38zXxoNYPm,"(0ZEwMCsxmc , Vk5IwEA5el)",t9UtOjcxdu
tbNMwdeGWj,SXXTeZgQou4n,"(Mmm25PWyZu , GOsrYFkjvO)",u8S0DcrpNU
jYnHVqE1ug,SX2tyYvrrT4V,"(nedemNxAWD , GaWaW78xLl)",u7NyKiCSn1
hYJcSLGkeO,SXTMktMKhk32,"(5FKhZBsLOL , 13HGmCnNlG)",OKefeulwxm
vdlKdJJijn,SX7VEH8JxQ6M,"(rFBXZpw27m , nYpMlYuNBk)",qzjFVq6z4z
qJVBnjn871,SYH22Ya2oZvd,"(FAhbft5qnr , Ispg3R4cAu)",iHpJGf6xi8
xKuXeJ8dRQ,SYUDquagdJKl,"(WVJfFKzAsc , YJFRbjyUSh)",nWKpyjCtM2
UkOto4OtCl,SY5dJ03bTxmG,"(TFwLHdK1h4 , T8TSiTVBi9)",Lqc5voGsb4
qfBomQBKHH,SY1NfXi7l3kJ,"(eR3RCFQVo8 , ehIx8OJBxw)",wIDBH4TrNg
km97wMZi3F,SYAsG0AR5gSJ,"(7BMP15Ew3F , sFGJUGtWPI)",tKIrCEly5W
jf0OWGT49n,SYr35etEjJAt,"(aqIPi66LPz , tnYVmBA5x8)",pcJ1BWgMXP
8XWZlhX6SJ,SY0SmSZAlvnN,"(94xbPPlGJz , Afsss59xK7)",CICVm9Iz1y
eTOxlNK9NG,SYffQJoVaK4m,"(AHvruMInXS , Y0J9YU89lo)",fqNiikbeRv
naWochybKt,SYBgxanyjv5r,"(o4uyamdaRN , JWb2tpSnMr)",Hp1MfboxUv
rDA8dag7Z9,SYJ3RnzLvkcH,"(Xax2VTqezM , xFalgTMPXa)",KHslRWoBh2
bJ9hXEmtWx,SZbjlfi1SSEv,"(bfRjbA6lEw , znLMaJkG3p)",9zrPRC6p8Y
7sLyM8w6ue,SZ4GEYOOTzGR,"(iPrBZm8bwz , 3v9KwAACXB)",tEvaP0OADK
51wecbDdX8,SZaamGQJ0LZC,"(k3p3fPiL6D , GvWp90x64O)",vPN1AT0Ho4
iG2L8miW6Y,SZgphmag3yxE,"(KaH8xlpueA , CIld3rG85M)",WKgoLR4jyu
8nMz2C3ZLO,SZGDIdU8uxY5,"(ay3bcCvDFI , VrtXx4BMwj)",wBpNhKRAW4
OK6vzpICA6,SZMq1IRptPpk,"(REHUTB66Dh , SLgynOV5qp)",3QeW3pjUTh
7Q1vt1Xj5B,SZ2DwU8XiSsi,"(1QOSJVGOKO , XPbpcrdnq1)",WYqswMpkSv
Bet7UJl7py,SZNFquES57Q9,"(GvJVF427aA , wJMoBGxP6u)",SW0PWrvzQU
9BDG2rFhNl,SZv3ADfKIjo5,"(NqUMrMbjNV , ZZkPjE92NU)",BaZ1M0PFpK
Bz882TsgFf,SZ3qi2RsEU4c,"(fDoMV432Vg , V0YXYphPKY)",PMhyEKftXE
n2WgBBvcIl,TAUj1blHlKHw,"(XRezFFwCU7 , LRTBgtzaxl)",10gbxYnV93
fYnoVVKRW6,TAnu80lDbG5m,"(lWc4M5pkk0 , gFsOTnGVzL)",LoHw1Mpn0j
qWrfRH7ROL,TAQHL7hh3Xj9,"(ZyhxjYqpc3 , iZdJ3cW4Cr)",rFBDnRU8j5
FMwoSeuHVV,TAItBAQIrRur,"(1jWd1Koxj1 , jTLzZYDfCN)",12W2MyGpgQ
mxUTU3J2h6,TAHGYERnpEbg,"(ef5mzVTwg8 , mxMO6j1WMc)",9CXXpW2M1Y
WeZFX2A0Py,TA2aWK6DtfR9,"(Z8BiX67YOO , daK7kTZTG6)",ryVFau6kOm
PXTfOCG824,TAn0NLI9FKIn,"(eVJW1zGD86 , iHIGy43RHx)",0teWR3yRkM
zfsmiITGXX,TAqwmjzz6zfK,"(FTrplYU7CT , OrtJGWJahS)",eCFPfOEing
X65reapNOD,TAdQYKJ9p548,"(ISN9KCvjUl , sWiFRp1P6T)",OYs3qljgja
xnMnlY6qKb,TAPnEY4RlaGb,"(9E3FmAtYZv , lnBBQwLWng)",D6svFnRGvI
SP4thwRGEk,TB4KIgYq49zz,"(O1hbkEJcFg , Do9QOBZG6t)",xUr5pT5sYS
wVNAggxeBn,TBQIjKxTxAyL,"(dirY6tEDIH , N7hMrb4qrt)",VSLHEUAz1v
ZHu6Lyl3bo,TBywA8FUjIsf,"(itaH3d0icr , 2DoHEkV29C)",zCUTdRbLVs
cKRL4mBd8L,TBSvBjojrrz1,"(ee8gYSOeIa , YCryk5t7qe)",fREDumqJQL
BiDOUQ5GXe,TBuzRLNUz4nN,"(DH5nLa4EGi , jpZgZdan5z)",8yDQ104KxO
FlcLePaz2M,TBHkojMvp7A4,"(XX27neLm0b , xsW4rUrqHH)",a8kqQ4zhuB
07bnE4dRPd,TBGumqYM2tZn,"(hc90HnsVTO , 0njjnmhQrC)",kJkVeoTDFN
RJakRBBAIA,TBI0nvCSqXiQ,"(RMjlnPfoku , Dv4Dm9AluS)",f1S6pBp0b2
0rsMmCwx84,TBiXr32nltIm,"(Vk4wa3uF2a , PEAPbcdmIL)",WTZjpOmyxT
EeZ97B8DML,TBUv2SXdtnfb,"(yJV9hfMMH0 , awvwKAjMoX)",DpuwiKWiQF
DeVzo1WIup,TCLPQ6gnqLfe,"(IcssvIGPQf , N2PEedcXwg)",gJT0wuyUuZ
amKfXXkmyt,TCVjCyyxae4m,"(5yykviFlb8 , C2YPvgN5mI)",MtYFxwDhEP
jXlWgSqPcI,TCyYXihstXEm,"(5A3xYu84e9 , qKHIepdiYe)",K7tP4SRRLk
lrViAuJxw8,TCSWfME9btsf,"(CyfT5XVrX9 , kJAyQUSSh1)",wwp1CES6ir
4JiuImTbYQ,TCmPuIJApTgP,"(FReKFxL5We , RuVkl7e7Kn)",LblSa8nW5m
6OCdoYdK42,TCd45YUJNEyM,"(4obOxgj2C1 , rxRRemw1mw)",VZIrrdHAhH
CbgRFLeYCp,TCUn30DuDqz5,"(1JzQbmUvnJ , kWUAFC4LIm)",dH4FIXSlZ0
vWO7qjdUmk,TCSsH3IoaXZU,"(PpoiJWFLbO , kSguFDOVvD)",2DAgBGMZsY
Qf494Ol5yw,TCMMsXXOV7u1,"(62OH6ovTe2 , hKtDCNNKjF)",QTGQwl6EZV
Otz3WO5YuK,TChbrcnnbPIY,"(ukVkfU8PDE , RUmN0d5uYw)",3oPy0Xci4x
IX4qNYc20K,TD1lXlNFRl6T,"(3TENu1h3GQ , uEjA2hmdHk)",Xizgwc5ccm
KMHBnukxr0,TDqx97aMMdWi,"(y3ChyMCZEb , 8aJkp72Mhf)",XwSGS5FHrH
vbkAatRU6E,TDiZapghfxBg,"(ypplQHhVX7 , rXSYiJ46tO)",SXobyL8k6j
lVVWhe4fhM,TDauXlj3zMam,"(6GKpUXlplq , z2wxeWSxlM)",ymTirTADpZ
8ALOuHV4B5,TDs2lfBxEwcv,"(DsTEBO40nZ , ckEndStZAK)",QoPV1s6Yl9
QfGXxaVEFZ,TDDmVWtH45xD,"(ETpHSCgFVJ , SezqSDDqj5)",2eCHCcaVNv
VEqGnDfeRC,TDwfsgNDpo8s,"(R5sIgaz8N2 , qMoMp4k1Ls)",MylAzcybx0
PjNJoUWL37,TDKufRKrl9Mh,"(tjt90q93c6 , MDxgr23oFC)",p1n4JB7FbT
2972g5lGZi,TDcpMogddRX8,"(ohUxTOwbVa , h8POia3Zsm)",DE7VP3uxmT
AJIajlik80,TDWy5zSXU9bJ,"(W8x8Kt9PpL , AR3mHuLWke)",aj890k7HmC
as9w8yzKsh,TEiMxl54h14G,"(RHdB6kK3n7 , Odhw0CirZT)",DgW84PGumY
aDUVhKmwzM,TEdyUkLdHg4I,"(5uP5FA4mpY , MjeWzDb87n)",JjsjupnWFI
meYVqHBwKf,TE7YAdjP0dkR,"(EwlQo81daN , WSaJIpcRKi)",gcKM9CJGcW
f45gEqrhWt,TEbukT8IT96g,"(PSQ5KyPE4k , IthmRSka89)",zsyIJSwWys
Evt5OrzawJ,TERWs9kkF6tl,"(GUMrhMuz16 , OTzJmiq0cb)",poztsGT8db
1O2dkqIWJO,TEU7VD2M32Vu,"(UDAHVZ2jF1 , o89Q2wo3VB)",rX5cHZyGdx
RpHYcIGEUb,TEXRTtVXqUrg,"(FPzcYUat5U , oUH6qlt9rh)",eMqOpp2sn8
nXqDzHi4c4,TEIQhhXbVPrq,"(7hkvrZVOmf , 0v8c5FvEIb)",JI9RdYiRbU
ASFXTPeaxv,TEKKojluCBX7,"(AcX0TjpKAG , xtgUHl3IbQ)",apEIpWItnr
HVnJA6r6kU,TESQXjPEshUm,"(qXBkoCRT3D , Qr2iSg1xdW)",Zmwp5GnPX7
itB3MVr60j,TF6Zs4JnA34l,"(3UVmSRWd6D , aswsswBoFk)",ddYQMwfaby
FgEk1PdywL,TF81nGJfMoaA,"(tDYNjV6mJC , 0BT49T6EMj)",zPtji8RQzv
iQ4Rr4ckBa,TF7zxKPBvfDN,"(QsQsXb6NHk , 3N40hOmzxO)",XJKAI8iq8m
icIlJwPu8q,TFrcuKqu1zLh,"(elYMfPxMTT , wAgcJ4FwMX)",1JCQUN4enC
U8XVhrhoyk,TFADGoMhyZRN,"(gR5VFBdXY2 , xMllB7FPdd)",KRncWYX0s8
YO4M8mUmFt,TFSRZdieID7a,"(zPLoJ2qB3l , Kyl4z78xjt)",lj3rD81m2N
ZUpca04PU8,TFyQeVn75AYk,"(sFz9VgWE0L , vxS8eO7g2p)",EbvMcR97iS
QtSB4JCyu9,TFQcgX0lwTTC,"(fCSYrrTwr4 , OQ96LwvCdM)",PIpOjpjkf6
o4ieZdj9YP,TFcIkpa35yR8,"(17sMsf9aER , ujbBo6cDjk)",UYi857SD8d
lqvHlfvAAH,TFvAmD1yN9TW,"(mngkcTJ58G , fpVLRaCVf3)",G8BYguYxmj
HQrCRFajB6,TGt1hKZqmOqx,"(uU4GA8TQsV , bE6FV01Y86)",kejwvLeBk6
aWp9rY5Zbi,TGsB2pYnn4AM,"(mEaBoH46f6 , c2xjMntMDd)",AweN59WB2g
kvUPjCC21w,TG5lYAlrBb8f,"(YXD3Bkjz8a , 7bmusWJJPu)",xrmk9AWH6H
UIXeBJqfCf,TG5QOtfKGmuP,"(rETfFG8GQM , 6oT5ObM8Nv)",O94c5BqiXP
7ThxBQMyP1,TGeU7oTp8s7O,"(WpDFSWwfiB , XwNifbxqzH)",G1UYurv2IX
ydzopbjO6A,TGVJlzrPjl9H,"(JxKyCELNW0 , vdtKtjKxjo)",1POP5BOcsN
mXFp7O6c8J,TGOsVoeFklrb,"(4n5LkN1gwU , 3DxpMMP9uq)",A5ZysaHfzk
offPQ30WZ3,TG67rEOvF6xB,"(oTDntcki6N , GwJYB6ZYBk)",yCqKuWstny
InaDTo48Gg,TGhkr35gDcF8,"(BmthBfhOYW , 6wjdQBTvTg)",pGLFPT61gr
tdn8AQ4HjX,TGVyTB8uySxS,"(97bRnWRqru , r6Nalv0j0L)",QnAYu627ja
NKLNLLtHWG,THvd5XKuwzxE,"(r1k2Fhc81m , gFyOfWHOoF)",2ZcDYVGAPn
5buhSYr5xH,TH0dMfCsfQcL,"(rt9rh7S0Or , VwAoKIzyuV)",pRwO7zt3Td
c6efcw75Kh,THKX5DhMcYow,"(jOege3rfXO , xrwtDKmtq4)",LdYmtlo71I
BenK8SR6Hz,THitkac9oiXG,"(9zffb9yBwz , iPHnqUKAl1)",MIQn2MEetX
hjr1CvZGMa,TH99JiZJkdc6,"(hpoExwDRb8 , K49r5cXuuG)",exLc5fjWY9
2hkAkXLwMJ,THSgoeHf6u6U,"(6gVlMvhZiJ , fPNbgSASSg)",MdH62832rN
xSX0PpWIBI,THVYLZlAaTkS,"(yWrN1vlGPk , v0umRlKnkx)",xdj5OowQyP
jzAA3pay7Z,THbtVqut6zeE,"(J59Wtml7XN , nVovixkjCE)",FiWfoxLRg0
yopiLTd9rR,THcciDali0bZ,"(igxCrjfjJ4 , l5uW2o7Zm8)",q9rAyCsWW7
yVFhkx4A88,THRSpVGfQQcL,"(daBgKIFx9W , fvbZkoKzP4)",N0uXcUjDSF
3I7wxIwZxL,TIXtPRdJAHMo,"(1VTj4ZudYa , tVnTkcerhD)",jTYObq1HI2
oyzAuqFEwt,TITAqP2U8Y0Z,"(NSm1asATU2 , uEKibXqnbq)",HJSzf8iRpm
F7c4sXnLo4,TIsUF9Jwr7tF,"(3B04PVJ4NP , j1Y4iqLkQh)",o3jstqzK9Y
obGx4iIdGO,TI06fS4fInB5,"(avQCHHq0CI , bvx7yHOlJV)",2k1gMMwOls
sIbIbeRfR8,TISCQgUCIOms,"(hI5nldrz7F , 0VSe3gMP2X)",bFGWiRaA4C
DnYq3NtsL8,TILp1fsYvgHQ,"(EG3hyeMjCz , G86E0CoZOs)",zLuX43Mz1l
7jDd4c75pn,TICYF8f7tqnw,"(64ysYtNoRP , vrciI1DOld)",rsIb5Wtedi
lsIiL8ij7m,TISzwra9gHFB,"(Xr4xL9MnVi , AMPUaFLS9g)",y7eUOpx4Qs
gfl5xZnDLD,TIAETg5hbNki,"(IJRDOrdjFP , 0tQZnG7HPm)",Vq8KkFIuaD
erLTMztS0S,TIa78lxjRonP,"(XNSndnVeKY , hKFB3CI8sq)",7AqmRgEA74
ksphZqbEXd,TJhP8op5cYNJ,"(qKeWE1wJ0f , cRyQrwFMLV)",K6vr2uFTD1
i0KyQQnuJw,TJtRGtKDodkv,"(uosekmOxFd , 1mc5jfEbOG)",1RfrEBSio8
4BOMSX7vsp,TJqwV4Iu6SKg,"(GvTTS6H91X , EZTjIfL4ob)",MpgPCJKpqk
lpcH8792FB,TJu5ysbR60nT,"(zbzhhXwX5f , nkXke7cRaV)",24MEag8rGg
ce8MHjMDIN,TJCI7FpqalMY,"(rSkyxrdhHv , Kxi2nbDQhy)",rOgVvxLerx
B6HnvSBQ4q,TJY23t0TrYtP,"(eetE3ceMJK , HnyOcv8Ita)",vYoQzi9hR1
tnzQ26XEJB,TJBYbEtDq3a2,"(lo6jGFcS0x , LETF808nnG)",MbaWBE6Xmd
ouNdgu6ciJ,TJkC9UUBmRD7,"(a8cglMcev8 , OO8pgvgkpg)",Hc3mV35ETD
KRLgHnwjJj,TJ9Iq7VDpHpk,"(9lu8QIgj29 , rfNlRp3pd9)",xGmUM36T5b
eYtwopl8G1,TJychV5GaDAY,"(OBkASxIs30 , zDXg6fVRtm)",Jg7V6UVWA1
Ops667AKhN,TKOAW1a6OKmY,"(8sU8yhtNx3 , XnAuQ4LKqy)",hkKZnakgtB
cXsrFmMlon,TKp4rIijEqCe,"(kRQyJOUT4v , 3CijT98TfI)",fqbfOHHeEg
LbO1idcIBm,TKELEVI0svos,"(bAywvdoQnf , WPmpiwwxZL)",C4rYDOKjuu
0kecwwGemP,TKbEBdH2CPqX,"(RM1vvGj0u6 , r5j5oONXhy)",eQaVisU9HT
cTkmWRy4L6,TKXINw7C92G9,"(o6GAwt8U8l , TqwAcwlrzQ)",32kKAK5brq
6QH9U5w5bp,TKXibbIgo8ym,"(gOo1ehU0Ny , McqMoDFJ2J)",SeHqVVxniw
sdOV2vukXj,TKLAjohkr8xr,"(2fnBDmzj1m , Jx6wt1hg7W)",XFJgJHYCAn
hVommHWV6L,TKrVRxofkCMk,"(urjA2iZbq0 , jhXrcnx10s)",jq1AZyl72e
KWdYQi9DQ7,TK4QMQaDxKFz,"(EITbyRT6HQ , dHcEPQJ1YD)",Qyvwyo9lUb
NPTH0BY15Y,TK7Jd7hBYkd3,"(qHrMr9GBG1 , Javtpc0U3H)",5dDSuANjBd
vxp6VWhtir,TL8wJQJMbQXE,"(rogXC4eRMe , bSTMwoyKzY)",3rbumypZ3d
W4NlAdFUBI,TLmqgfliBYHP,"(f1GCDMcIM6 , 9ksR9EQUnc)",i9xe7un9E4
8UbT9mhTEC,TLNKvucGh24y,"(osQYCVsOU7 , IOvOJGGilT)",fLN560E2BL
7wjdLhQXAL,TLvqihkv7ava,"(Di2DJyfa6Z , aALTl2rRQs)",9ri8uharSs
vaYcujpDk4,TLioks02er7l,"(vwHtOE7Q29 , V7WdM1T0pm)",XG9ITETfvi
i7OiHit8mr,TLWpcxHamz8V,"(uXVYo3agSZ , WeQpXpSIAy)",iUysClivLH
ZpK3sjhYJP,TLx7fMchA1Ux,"(B9rbArpu70 , 81xRbHfMtG)",ZuqYvXJIjB
dvtJeNkVN0,TLmDo7uWTxt3,"(SYj3WPok0H , DjswPqrIO6)",FnVIeRtAsb
3hEfggpL1E,TLTS4U5wQKFn,"(GcJgGOe2Sj , ojT1bKrTcy)",bL6kJlf1zC
9jQSSHOBR2,TLcoCl92mr92,"(jRbbPgihx7 , regapycWff)",41T9iigwVa
SB991e46wK,TMj3BfITDbeR,"(bYolwuDW1a , YSvhbOG0bM)",Qg8dnFpYnP
iEVnxt0Uuo,TMcNqc8IymVf,"(34xIzN7FcM , YiDTn6yo1b)",aeclmljgKH
qkMX1KyMit,TMJahrIvnp7u,"(GmU7f8tYRQ , LyZW5vFscy)",oCHCo3tDm2
wfbqqn3vLw,TMIL3UYQ6fR4,"(not9rqbOip , SG2Mkp9YeD)",MRytotm8SV
XRFdz7wFbb,TM94PT2TSpFI,"(W5iDWYnoY8 , VBHoGc4Db9)",rvCyUZgEF1
DgzdwmVORJ,TMduPe0CNZgh,"(ybGbvO5YZC , ih9EZOyrwc)",HVfOJEnXOC
IeNzdwHbzV,TMh7UOmmCYx1,"(ysTWzOTCKL , 1J97GHfXfu)",Y0bVd7NF1y
ziZs2NPGuf,TMipSjGa1T0i,"(MkbO0P3Jl1 , gmRPnaOk7g)",GN0ZtfjRT8
Oiorc4RKlo,TMjYVtCmJpg0,"(HlDsJu6xNt , bRPVtU99ak)",pFL51ncWTv
YXEiWapfeB,TM3WDwDtb4RS,"(vf578T8eeK , 7zZURvuKrQ)",0Mes4nfxPX
oTMKbLnWDf,TN0mDLmgSTEU,"(h3vN0EWx4c , 6wdAoaeFte)",U061L80mtR
79xGPn23Bl,TNOKUon4Smu9,"(YcwAoilhog , 1Tav34FVyH)",gt6254RmJU
8J5cRndqE0,TNSAD5ZpIJdN,"(o1XTwSt8IJ , msR1fVucdS)",NIGo1rIFit
mu0f8SqQ1o,TNPNehS0GRjI,"(SFcfqXsPRl , 47tVCmAiK8)",Y1CLslQ9M3
7EBNL34g3p,TNJ85LXitKsD,"(vQ5aojH1vn , VoS9vPIyPQ)",MnbKaCQWOo
jAZBRUPkF0,TNC65cLKGBit,"(2g7WPk57ok , cmcqwaw6YY)",H7j4p2syMs
5KrnOuGubd,TNFc8fVWtNqN,"(eUIaasYzBn , SR0bKW50kX)",cnjbS6VpR1
LHmmFCqn4K,TNDOc13BnhPS,"(P1UG6OvOIO , px8n8V6uU0)",DIu6fLlB7K
f00vatGymh,TNAjv3OO5fbC,"(82nJKS7vgh , gJJ0G9E6wO)",v99sL0o9Ac
eghhAtp1IP,TNhfem6DIhyd,"(L13sb60gnt , UoXYJHmPvH)",DEoJr6sHox
0WOdyW1RCj,TOcd9PAjA8Bn,"(6sF9KXz2UQ , DcwMxj28eo)",MIpQWntniM
sfaqVIfnfT,TOxbioY86Squ,"(nCRHw9FLcd , QkLlTqmujj)",ebePL45q4F
kA0BslQ1SU,TOGtfuVNUwbR,"(ooSr4Cubme , qF9R0L4BWG)",lMCKO5l4Qt
rsUlOqSUwa,TOZzV0lmHmhD,"(YIAR9qqn4v , gQHpeHtH0I)",aChGlUodeN
ZbFkj69eWo,TOoczOOJ2Sps,"(bwb6GRQpbR , BReq5S4Sth)",n70rsAtkeH
r0miPga3Jb,TOhMmu8TJint,"(DypfBaF66s , ivjhl2kwN8)",7hruHnWjaq
acL0x97j4W,TO7geXRcACtm,"(WQjJVih1SN , LCeccBRsFE)",K2FhjJqGIH
